Claim_ID,Status,Timestamp,Food_Name,Food_Type,Meal_Type,Quantity,Expiry_Date,Provider_Name,Provider_Type,Provider_City,Provider_Contact,Receiver_Name,Receiver_Type,Receiver_City
17,Cancelled,2025-03-15 16:49:00,Rice,Vegetarian,Snacks,32,2025-03-19,Johnson-Green,Grocery Store,Darrylchester,001-090-513-0319x965,Laurie Alvarez,Shelter,North Raymond
109,Pending,2025-03-15 16:28:00,Rice,Non-Vegetarian,Snacks,26,2025-03-24,Butler-Richardson,Grocery Store,East Heatherport,+1-268-505-2616,Victor Diaz,Shelter,Darinview
872,Completed,2025-03-15 15:47:00,Fish,Non-Vegetarian,Breakfast,19,2025-03-16,Butler-Richardson,Grocery Store,East Heatherport,+1-268-505-2616,Daniel Moore,Charity,Port Richard
742,Pending,2025-03-15 15:01:00,Soup,Non-Vegetarian,Snacks,20,2025-03-19,Farmer Ltd,Restaurant,Cisnerostown,924.147.5562x1759,Brian Davis,Charity,Williamsfort
65,Cancelled,2025-03-15 15:00:00,Pasta,Non-Vegetarian,Lunch,41,2025-03-27,Lee PLC,Restaurant,Leeburgh,346.517.7901x471,David Sellers DVM,Individual,South Michaelfurt
52,Cancelled,2025-03-15 14:58:00,Chicken,Vegetarian,Lunch,43,2025-03-26,"Robinson, Schaefer and Foster",Restaurant,Christopherton,+1-235-607-0553x247,Taylor Wolfe,Individual,New Travisland
785,Pending,2025-03-15 14:23:00,Dairy,Vegan,Breakfast,47,2025-03-18,Moody Ltd,Grocery Store,Stevenchester,637.300.3664x4880,Jean Woods,Shelter,Fernandezchester
323,Completed,2025-03-15 13:58:00,Salad,Non-Vegetarian,Snacks,37,2025-03-24,Jenkins-Carpenter,Supermarket,Toddstad,1448122181,Victor Reyes,Charity,North Joshuafort
78,Completed,2025-03-15 13:41:00,Rice,Vegetarian,Lunch,28,2025-03-30,Morse-Hoffman,Grocery Store,Derekport,(440)514-8820x3017,Lisa Eaton,Shelter,New Aimeemouth
927,Completed,2025-03-15 13:34:00,Dairy,Non-Vegetarian,Dinner,22,2025-03-21,Jones-Patterson,Grocery Store,New Robertstad,940.354.9558,Arthur Thomas,Charity,Clarkhaven
432,Pending,2025-03-15 13:30:00,Soup,Non-Vegetarian,Lunch,34,2025-03-18,Ibarra LLC,Catering Service,Adambury,6703380260,Destiny Maldonado,Charity,Carlosfurt
400,Completed,2025-03-15 12:26:00,Rice,Non-Vegetarian,Lunch,39,2025-03-21,Blair LLC,Grocery Store,Phillipsfort,(213)522-3298x866,Renee Campbell,Shelter,North Tiffanyfort
728,Completed,2025-03-15 11:35:00,Salad,Vegan,Lunch,43,2025-03-23,"Jones, Rojas and Brown",Grocery Store,North Sherrimouth,490.519.3490x03679,Cody Meyer,NGO,Westshire
906,Pending,2025-03-15 10:50:00,Vegetables,Vegan,Breakfast,7,2025-03-22,"Moore, Perez and Young",Restaurant,Penabury,345.405.3372x9178,Lindsey Mathis,Shelter,Ianland
162,Completed,2025-03-15 10:31:00,Soup,Non-Vegetarian,Lunch,34,2025-03-18,Ibarra LLC,Catering Service,Adambury,6703380260,Jennifer Schmidt,Individual,South Michelleshire
676,Pending,2025-03-15 09:58:00,Rice,Vegan,Breakfast,7,2025-03-22,"Oliver, Ross and Johnson",Supermarket,Davidville,001-179-898-4092,Nicole Williams,NGO,West Richard
194,Cancelled,2025-03-15 09:44:00,Chicken,Vegetarian,Dinner,9,2025-03-23,"Holland, Caldwell and Oliver",Restaurant,East Sandratown,(670)960-9465,Tammy Brown,Shelter,Victorton
666,Pending,2025-03-15 09:02:00,Salad,Non-Vegetarian,Lunch,32,2025-03-27,Zhang LLC,Restaurant,Watsonstad,001-943-679-8869x4358,Matthew Hughes,Charity,Marieview
960,Completed,2025-03-15 09:00:00,Chicken,Non-Vegetarian,Breakfast,16,2025-03-17,Wright LLC,Supermarket,West Kevin,001-515-383-6029x214,Jeffrey Cooper,Shelter,Lake Christian
722,Completed,2025-03-15 08:59:00,Fish,Non-Vegetarian,Breakfast,28,2025-03-27,"Young, Townsend and Mccarthy",Grocery Store,West Adam,001-286-579-2810x1913,Matthew Davis,Charity,Birdview
265,Cancelled,2025-03-15 07:39:00,Chicken,Vegetarian,Breakfast,42,2025-03-20,Butler-Richardson,Grocery Store,East Heatherport,+1-268-505-2616,Karen Cruz,Individual,West Justin
711,Completed,2025-03-15 07:35:00,Salad,Vegetarian,Breakfast,35,2025-03-29,"Wolfe, Hull and Richardson",Restaurant,Gibsonfort,649.210.2886x0203,Stephen Harris,Charity,Port Seanshire
469,Completed,2025-03-15 07:13:00,Salad,Vegetarian,Snacks,10,2025-03-18,"Obrien, King and Robinson",Restaurant,Youngchester,+1-513-264-8229x419,Brian Blankenship,Charity,East Jordanborough
720,Cancelled,2025-03-15 06:28:00,Dairy,Vegan,Lunch,40,2025-03-19,Stephens-Stephens,Grocery Store,East Meganfort,+1-970-818-8098x124,Donna Hughes,Individual,Maryfort
896,Completed,2025-03-15 06:17:00,Salad,Vegetarian,Dinner,47,2025-03-18,"Abbott, Brooks and Moreno",Catering Service,New Zachary,(605)444-5107,Mary Wilson,Charity,Lake Kimberlyton
810,Cancelled,2025-03-15 06:11:00,Chicken,Vegan,Snacks,6,2025-03-27,"Gonzalez, Dunn and Oconnell",Grocery Store,Williamsmouth,+1-605-449-8141x1518,Mrs. Kristin Adams DDS,Charity,Lake Christychester
346,Pending,2025-03-15 06:06:00,Fish,Vegan,Snacks,26,2025-03-19,Ramos Group,Catering Service,North William,727-987-0431x177,Tammy Walker MD,Charity,West Ronaldland
824,Cancelled,2025-03-15 05:45:00,Chicken,Vegetarian,Dinner,19,2025-03-23,Parsons Ltd,Supermarket,Port Robertport,445-558-2787x92329,Kimberly Wilson,Individual,Susanville
524,Completed,2025-03-15 04:57:00,Vegetables,Vegan,Snacks,25,2025-03-23,Richardson Group,Supermarket,Walterborough,(924)099-7995,Michelle Cook,Shelter,Peterhaven
525,Completed,2025-03-15 04:20:00,Chicken,Vegan,Snacks,46,2025-03-21,Flores-Wade,Grocery Store,Russellfurt,525-492-4716,Jane Davis,Individual,Lake Joshuaville
787,Completed,2025-03-15 04:12:00,Soup,Vegan,Lunch,44,2025-03-24,Porter Inc,Grocery Store,Wadeville,888.141.3309x17466,Terry Fernandez,Shelter,Mooreburgh
693,Cancelled,2025-03-15 03:55:00,Salad,Vegetarian,Breakfast,2,2025-03-18,Simmons-Davis,Restaurant,Basstown,532.668.4291x87339,Christine Davis,Charity,Josephton
755,Completed,2025-03-15 03:13:00,Bread,Vegan,Breakfast,3,2025-03-30,Chase-Gross,Catering Service,Heatherside,(041)493-1650,Matthew Sanchez,Individual,New Stephanie
550,Pending,2025-03-15 02:55:00,Pasta,Vegan,Lunch,8,2025-03-26,Johnson PLC,Supermarket,East Bernard,(764)089-8990x152,Steven Shaffer,Shelter,Rodneyport
437,Cancelled,2025-03-15 02:41:00,Fruits,Vegetarian,Breakfast,17,2025-03-16,"Barnes, Castro and Curtis",Restaurant,Zimmermanville,507.577.7566,James Gardner,NGO,Morenoborough
887,Pending,2025-03-15 02:19:00,Chicken,Vegan,Breakfast,46,2025-03-29,Doyle LLC,Catering Service,Brittanyside,0312154595,Destiny Maldonado,Charity,Carlosfurt
627,Cancelled,2025-03-15 01:36:00,Salad,Vegetarian,Dinner,15,2025-03-28,"Peterson, Lee and Moore",Supermarket,Laurietown,710-623-8778x66342,Michael Petersen,NGO,Maryside
606,Cancelled,2025-03-15 01:34:00,Dairy,Non-Vegetarian,Breakfast,6,2025-03-28,Cox-Mcintyre,Grocery Store,South Jillshire,(422)450-8076,Rhonda King,Individual,Toddborough
24,Pending,2025-03-15 00:51:00,Chicken,Non-Vegetarian,Breakfast,35,2025-03-28,Zhang LLC,Restaurant,Watsonstad,001-943-679-8869x4358,Jonathon Gregory,Individual,Shortfort
122,Cancelled,2025-03-15 00:40:00,Rice,Vegetarian,Snacks,27,2025-03-23,Patel and Sons,Grocery Store,Deckermouth,+1-731-068-2964x54440,Mrs. Emily Smith DVM,NGO,Shermantown
158,Cancelled,2025-03-15 00:35:00,Pasta,Non-Vegetarian,Breakfast,46,2025-03-19,Ayala LLC,Grocery Store,East Roberthaven,714.879.6195x1367,Shane Stein,Individual,Reidton
718,Completed,2025-03-14 23:56:00,Salad,Non-Vegetarian,Breakfast,37,2025-03-29,Shields-Moore,Supermarket,New Dawnborough,9332911651,Nicholas Peterson,NGO,West Troyview
736,Completed,2025-03-14 23:52:00,Rice,Vegan,Snacks,25,2025-03-23,Miller Inc,Grocery Store,Coleburgh,+1-926-386-9945x8729,Matthew Wright,NGO,Port Traci
955,Completed,2025-03-14 23:17:00,Pasta,Vegetarian,Breakfast,30,2025-03-28,"Patterson, Harris and Kelly",Restaurant,Meghanfurt,8457019148,Dr. Matthew Hughes DDS,NGO,Christopherchester
379,Cancelled,2025-03-14 23:15:00,Rice,Vegan,Breakfast,22,2025-03-17,Huber Group,Restaurant,Reidland,001-841-494-8011x4394,Zachary Lewis,Charity,Lake Kelli
222,Pending,2025-03-14 23:06:00,Rice,Vegan,Dinner,16,2025-03-29,Phillips PLC,Catering Service,New Ninashire,+1-041-200-9724x3812,Vanessa Johnson,Shelter,Wilsonshire
842,Cancelled,2025-03-14 22:59:00,Bread,Non-Vegetarian,Lunch,49,2025-03-19,"Allen, Ramsey and Cortez",Grocery Store,Charlesmouth,594.468.5130,Anna Buckley,Individual,Murphyfort
161,Pending,2025-03-14 22:58:00,Dairy,Vegetarian,Breakfast,44,2025-03-24,"Spears, Anderson and Huffman",Restaurant,Lake Stephen,1906277080,Donald Caldwell,Shelter,Dawsonberg
651,Cancelled,2025-03-14 22:38:00,Fish,Vegetarian,Snacks,24,2025-03-19,"Lewis, Preston and Price",Catering Service,Jeffreybury,6685913720,Jonathan Young,Shelter,Georgeborough
359,Cancelled,2025-03-14 22:15:00,Salad,Vegetarian,Breakfast,29,2025-03-25,Barber Ltd,Catering Service,Port Jacob,001-045-508-9337x308,Alexandra Rogers,Charity,Paulaburgh
733,Completed,2025-03-14 21:55:00,Pasta,Vegetarian,Dinner,11,2025-03-18,Holmes-Schaefer,Supermarket,Jordanborough,759-916-3267x89739,Glenn Anthony,Charity,Halltown
829,Pending,2025-03-14 21:42:00,Chicken,Non-Vegetarian,Lunch,34,2025-03-22,Sanders and Sons,Grocery Store,North Catherine,+1-308-986-2848x196,Thomas Myers,Shelter,North Haleyhaven
440,Cancelled,2025-03-14 21:06:00,Fruits,Non-Vegetarian,Breakfast,32,2025-03-26,Obrien-Carr,Grocery Store,East Tammy,096.381.4881x4011,Karen Stafford,Shelter,West Justinberg
548,Completed,2025-03-14 21:01:00,Fish,Non-Vegetarian,Breakfast,23,2025-03-25,"Young, Moran and Morris",Catering Service,New Baileyfort,+1-750-812-7169x04781,Jeffrey Wilson,Charity,Davisport
429,Pending,2025-03-14 18:15:00,Chicken,Vegan,Snacks,6,2025-03-27,"Gonzalez, Dunn and Oconnell",Grocery Store,Williamsmouth,+1-605-449-8141x1518,Michael Curtis,Shelter,Alexanderbury
737,Pending,2025-03-14 18:09:00,Fish,Non-Vegetarian,Lunch,11,2025-03-25,Mcdonald-Howell,Catering Service,North James,504-183-2400x84016,Lee Nunez,Individual,Andersonfort
29,Pending,2025-03-14 17:09:00,Bread,Non-Vegetarian,Lunch,49,2025-03-19,"Allen, Ramsey and Cortez",Grocery Store,Charlesmouth,594.468.5130,John Warner,Shelter,Cookhaven
370,Cancelled,2025-03-14 17:07:00,Rice,Vegan,Snacks,49,2025-03-19,Douglas and Sons,Restaurant,North Charlesside,(883)611-4618x987,Alexander Mullins,Charity,Josephview
297,Completed,2025-03-14 17:04:00,Bread,Vegetarian,Breakfast,41,2025-03-24,Hicks Ltd,Restaurant,Port Emily,510.799.8149x819,Steven Griffin,NGO,Cruzborough
300,Pending,2025-03-14 16:21:00,Fruits,Vegetarian,Snacks,33,2025-03-18,Fisher PLC,Supermarket,Fowlerbury,+1-823-181-5943x270,Steven Armstrong,NGO,Robertfurt
701,Completed,2025-03-14 16:16:00,Fruits,Non-Vegetarian,Dinner,44,2025-03-17,Hampton-Lee,Supermarket,Jonathanhaven,663-119-2623x961,Donald Kelly,NGO,Port Ronald
884,Cancelled,2025-03-14 15:24:00,Fish,Non-Vegetarian,Snacks,33,2025-03-22,Randall-Wagner,Catering Service,Henrychester,427.635.9668x1254,Chelsea Powell,Charity,Lake Rachelburgh
610,Cancelled,2025-03-14 15:18:00,Chicken,Vegetarian,Dinner,19,2025-03-23,Parsons Ltd,Supermarket,Port Robertport,445-558-2787x92329,Taylor Estrada,NGO,Nguyenview
5,Pending,2025-03-14 15:17:00,Pasta,Vegan,Lunch,14,2025-03-20,"Phillips, Wolfe and Martin",Grocery Store,Thomasville,001-548-413-4962,Tina Watkins,Shelter,Bushview
326,Pending,2025-03-14 14:41:00,Fruits,Vegetarian,Breakfast,43,2025-03-16,Maynard LLC,Supermarket,New Bobbytown,416.974.9320x8176,Cory Schmidt MD,Individual,Johnsonville
614,Pending,2025-03-14 13:47:00,Soup,Vegetarian,Dinner,29,2025-03-22,Whitney-Fields,Grocery Store,East Lisa,399-479-4880x0272,Alvin West,Shelter,Kellybury
484,Cancelled,2025-03-14 13:15:00,Pasta,Non-Vegetarian,Lunch,36,2025-03-24,Kelly-Ware,Catering Service,Bentleyburgh,(033)969-7445x782,Kelly Pierce,Shelter,West Josephland
240,Completed,2025-03-14 12:59:00,Salad,Vegan,Snacks,15,2025-03-30,Arroyo-Henderson,Supermarket,Benjaminstad,(313)019-6078x8326,Brandon Rice,Shelter,South Benjamin
433,Completed,2025-03-14 12:40:00,Chicken,Vegetarian,Dinner,5,2025-03-16,Conway-Barr,Restaurant,Timothyview,+1-820-339-5162x911,Mandy Sutton PhD,Shelter,East Sharimouth
959,Pending,2025-03-14 12:40:00,Fish,Vegan,Snacks,14,2025-03-26,"Morris, Mcpherson and Edwards",Supermarket,Robertshire,526.766.1952x181,Rose Powell,NGO,Spencermouth
663,Cancelled,2025-03-14 11:47:00,Salad,Vegan,Dinner,35,2025-03-28,Ortiz-Lee,Restaurant,Lake Christopherburgh,(563)889-7190,Mary Evans,Shelter,North Josephmouth
121,Completed,2025-03-14 11:44:00,Dairy,Vegetarian,Dinner,45,2025-03-17,Graham-Peters,Supermarket,Vazquezshire,+1-491-368-1719x38393,Matthew Mendez,Shelter,South Meganland
111,Pending,2025-03-14 11:40:00,Soup,Vegan,Breakfast,9,2025-03-28,"Black, Collins and Richard",Supermarket,Hestermouth,266.040.9664x08185,Lisa Kim,Individual,New Brandyhaven
473,Pending,2025-03-14 11:39:00,Soup,Vegan,Lunch,2,2025-03-23,"Bowers, Gonzalez and Simmons",Restaurant,Snyderton,+1-401-191-5365x80259,Scott Grant,Individual,Port Samantha
948,Completed,2025-03-14 11:23:00,Fish,Vegetarian,Snacks,24,2025-03-19,"Lewis, Preston and Price",Catering Service,Jeffreybury,6685913720,Timothy Garrett,NGO,Andersonview
703,Cancelled,2025-03-14 10:57:00,Salad,Vegan,Breakfast,49,2025-03-16,Scott and Sons,Supermarket,Maysside,001-085-825-1185x328,Matthew Webb,Charity,West David
435,Pending,2025-03-14 10:48:00,Chicken,Vegan,Dinner,26,2025-03-21,Jordan LLC,Grocery Store,North Amanda,+1-073-137-5460,Alexandra Rogers,Charity,Paulaburgh
623,Cancelled,2025-03-14 10:01:00,Rice,Vegan,Lunch,42,2025-03-29,Stephens-Braun,Catering Service,Villastad,001-744-282-3182,James Brown,Shelter,Lake Catherine
777,Cancelled,2025-03-14 09:47:00,Bread,Vegetarian,Breakfast,48,2025-03-20,Serrano-Lopez,Restaurant,South Justinborough,(225)688-7752x0658,Deanna Daniels,Individual,Aguilarstad
684,Pending,2025-03-14 08:30:00,Dairy,Non-Vegetarian,Lunch,14,2025-03-21,Livingston Inc,Restaurant,Port Victoria,+1-956-381-7075,Shawn Gibson,Individual,South Eric
898,Completed,2025-03-14 07:54:00,Fruits,Non-Vegetarian,Snacks,35,2025-03-18,"Raymond, Kelly and Yates",Catering Service,New Aaronberg,(590)421-4384,Diana Blair,Shelter,Murrayside
417,Pending,2025-03-14 07:18:00,Dairy,Vegetarian,Snacks,29,2025-03-21,"White, Crawford and Pearson",Supermarket,Frederickside,958.016.7653x7393,Patricia Joseph,Individual,Lauraport
744,Pending,2025-03-14 07:15:00,Rice,Vegetarian,Lunch,14,2025-03-18,Garcia-Hunter,Restaurant,North Ianbury,150-729-4411,Kimberly Lindsey,Charity,Port Matthewmouth
282,Cancelled,2025-03-14 07:06:00,Vegetables,Non-Vegetarian,Breakfast,32,2025-03-20,Gonzales Group,Supermarket,New Matthew,+1-790-667-8198x9396,Robert Burke,NGO,Marksmouth
849,Pending,2025-03-14 05:17:00,Rice,Vegan,Snacks,1,2025-03-18,Norris-Townsend,Grocery Store,Velazquezview,(630)461-1996x59800,David Castro,Shelter,Heatherhaven
878,Cancelled,2025-03-14 05:12:00,Soup,Non-Vegetarian,Dinner,36,2025-03-30,"Holland, Caldwell and Oliver",Restaurant,East Sandratown,(670)960-9465,Holly Aguilar,NGO,West Sara
205,Cancelled,2025-03-14 03:27:00,Vegetables,Non-Vegetarian,Snacks,35,2025-03-22,Bowman LLC,Restaurant,Port Karen,(890)877-4218x852,Alexandra Rogers,Charity,Paulaburgh
278,Pending,2025-03-14 03:18:00,Fish,Vegetarian,Breakfast,24,2025-03-21,Chambers-Waters,Restaurant,East Angelafort,001-230-322-3448x38934,Tammy Boone,Shelter,New Christopher
329,Pending,2025-03-14 03:09:00,Rice,Vegetarian,Breakfast,26,2025-03-19,Warren Group,Grocery Store,Port Donnaton,756-246-6838x5142,Linda Banks,Individual,New Sarahmouth
375,Completed,2025-03-14 02:51:00,Vegetables,Vegetarian,Lunch,5,2025-03-27,Parker Group,Catering Service,Jonathanmouth,197.775.7862x84876,Abigail Crawford,NGO,Lake Shawn
309,Cancelled,2025-03-14 02:19:00,Vegetables,Vegan,Snacks,4,2025-03-24,Foster Ltd,Supermarket,South Johnshire,7045041352,Ashley Bell,Shelter,Olsonland
692,Pending,2025-03-14 02:15:00,Pasta,Vegan,Dinner,14,2025-03-30,Phelps-Robbins,Grocery Store,North Melanie,5648556923,Jonathon Gregory,Individual,Shortfort
589,Cancelled,2025-03-13 23:44:00,Pasta,Vegan,Snacks,46,2025-03-29,"Nguyen, Chan and Brown",Grocery Store,New Evanport,747-692-4848x020,Alvin West,Shelter,Kellybury
966,Cancelled,2025-03-13 23:25:00,Chicken,Vegetarian,Snacks,32,2025-03-20,Sherman-Garza,Catering Service,Port Kevinburgh,(357)159-0029x4117,Drew Edwards,Charity,Huffmouth
752,Cancelled,2025-03-13 23:12:00,Soup,Vegan,Lunch,36,2025-03-17,Rogers-Warren,Grocery Store,Jamesfurt,001-439-195-6960,Julie Dickerson,Shelter,Diazbury
542,Completed,2025-03-13 22:53:00,Fruits,Non-Vegetarian,Snacks,41,2025-03-18,"Cooper, Osborn and Clark",Grocery Store,North Stevenbury,001-548-930-4392x6738,Natasha Harper,NGO,Port Sara
76,Completed,2025-03-13 22:38:00,Chicken,Non-Vegetarian,Lunch,8,2025-03-20,"Pollard, Yoder and Martin",Grocery Store,Steeleport,731-612-0267x787,Shannon Pineda,Individual,Lake Amanda
503,Cancelled,2025-03-13 21:31:00,Salad,Non-Vegetarian,Breakfast,40,2025-03-16,Williams-Cox,Supermarket,East Austin,082.114.2329,Michael Townsend,Shelter,East Kevin
612,Completed,2025-03-13 21:16:00,Chicken,Vegetarian,Breakfast,42,2025-03-20,Butler-Richardson,Grocery Store,East Heatherport,+1-268-505-2616,Rhonda King,Individual,Toddborough
307,Pending,2025-03-13 21:15:00,Pasta,Non-Vegetarian,Breakfast,13,2025-03-30,Alvarado LLC,Supermarket,East Jacobchester,5915828492,Megan Alvarez,Individual,North Robert
292,Completed,2025-03-13 20:27:00,Salad,Non-Vegetarian,Snacks,25,2025-03-22,Bradford-Martinez,Supermarket,New Carol,199.451.0254,Dennis Schultz,NGO,New Natalieland
897,Completed,2025-03-13 19:48:00,Bread,Vegan,Lunch,23,2025-03-26,"Black, Montgomery and Hernandez",Restaurant,Taylormouth,001-763-656-6801x10211,Felicia Glover,Shelter,East Michael
996,Completed,2025-03-13 19:40:00,Salad,Vegetarian,Lunch,28,2025-03-25,"Barnes, Castro and Curtis",Restaurant,Zimmermanville,507.577.7566,Judy Griffith,Charity,Baileyville
363,Pending,2025-03-13 19:31:00,Pasta,Vegan,Lunch,5,2025-03-29,"Bender, Jordan and Bennett",Supermarket,Lake Alicia,001-194-509-7599x83421,Shawn Mills,Charity,Jeffhaven
236,Completed,2025-03-13 19:29:00,Dairy,Vegetarian,Breakfast,24,2025-03-22,Bruce Inc,Supermarket,Harrishaven,(258)012-0928x8067,Kristina Simpson,NGO,Melissaport
749,Cancelled,2025-03-13 19:23:00,Pasta,Vegetarian,Breakfast,34,2025-03-21,"Scott, Johnson and Villa",Restaurant,Port Dustin,001-144-195-6495x72650,Jeanne Benjamin,NGO,North Alexander
757,Completed,2025-03-13 19:20:00,Vegetables,Vegetarian,Dinner,31,2025-03-28,"Rocha, Johnson and Dunlap",Supermarket,South Andrewport,+1-596-531-4868,Kenneth Baker,NGO,South Edwinborough
295,Pending,2025-03-13 18:39:00,Rice,Vegan,Breakfast,48,2025-03-22,Wilson Group,Restaurant,Medinatown,4943539272,Chelsea Powell,Charity,Lake Rachelburgh
779,Cancelled,2025-03-13 18:28:00,Dairy,Vegan,Lunch,42,2025-03-18,Allen-Mccullough,Restaurant,East John,8921994982,Deborah Smith,Individual,Jasonshire
998,Cancelled,2025-03-13 18:00:00,Fish,Non-Vegetarian,Breakfast,19,2025-03-16,Butler-Richardson,Grocery Store,East Heatherport,+1-268-505-2616,Samantha Sherman,Individual,Port Cindyberg
279,Pending,2025-03-13 17:05:00,Salad,Vegan,Lunch,42,2025-03-17,Cook Group,Grocery Store,Port Robin,983-295-7995,Pamela Finley,Individual,Harrisfurt
924,Pending,2025-03-13 16:32:00,Rice,Non-Vegetarian,Snacks,21,2025-03-24,Sparks-Berry,Catering Service,Chelseyfort,867.938.9153x710,Thomas Johnson,Shelter,Lake Victoriaport
467,Completed,2025-03-13 16:21:00,Vegetables,Vegetarian,Dinner,33,2025-03-16,Yoder-Murray,Catering Service,Port Emilyburgh,001-593-330-4216x5945,Mrs. Stacey Morales MD,Individual,Juliastad
656,Pending,2025-03-13 16:14:00,Bread,Non-Vegetarian,Breakfast,19,2025-03-29,Randolph-Bauer,Catering Service,Port Staceymouth,2885719618,Adam Moore,Charity,East Josephview
794,Cancelled,2025-03-13 16:04:00,Bread,Vegetarian,Breakfast,20,2025-03-20,Jones-Burnett,Grocery Store,East Shanestad,001-718-367-8316,Michael Carter,Charity,Danielborough
760,Completed,2025-03-13 16:00:00,Vegetables,Non-Vegetarian,Breakfast,21,2025-03-24,Carroll-Stanley,Grocery Store,West Omarside,849.339.1687x68179,Ronald Gonzalez,Shelter,Stevenmouth
721,Completed,2025-03-13 15:46:00,Soup,Vegetarian,Lunch,42,2025-03-23,"Webb, Phillips and Garcia",Supermarket,Bradleyport,001-401-943-3400,Andrew Gray,Individual,Lake Dustin
683,Pending,2025-03-13 15:36:00,Vegetables,Non-Vegetarian,Snacks,31,2025-03-25,"Pollard, Collins and Watson",Supermarket,Williamsonmouth,218.505.6857x64219,Sharon Martin,Individual,South Michelleport
483,Completed,2025-03-13 15:25:00,Vegetables,Vegetarian,Lunch,34,2025-03-17,"Hill, Davis and Stewart",Grocery Store,Anneville,+1-608-953-5542x841,David Henderson,Charity,Hallside
58,Completed,2025-03-13 15:12:00,Fish,Vegetarian,Breakfast,24,2025-03-21,Chambers-Waters,Restaurant,East Angelafort,001-230-322-3448x38934,Nathan Willis,NGO,Danielfort
269,Completed,2025-03-13 14:01:00,Soup,Vegan,Breakfast,48,2025-03-19,Baker-Mcdonald,Restaurant,East Andrea,933.503.6294x194,Kristen Foster,Shelter,North Ricardo
261,Pending,2025-03-13 13:58:00,Chicken,Non-Vegetarian,Breakfast,15,2025-03-25,Crosby Group,Grocery Store,Erikatown,+1-307-053-5303x7456,Kyle Scott,Individual,Reedview
98,Cancelled,2025-03-13 13:30:00,Fish,Vegan,Breakfast,21,2025-03-16,"Lee, Walker and Woodward",Supermarket,Williamview,001-800-825-6958,Mark Lee,Individual,Port Teresa
646,Cancelled,2025-03-13 13:29:00,Rice,Vegan,Lunch,30,2025-03-18,Crane LLC,Catering Service,Lindseybury,001-004-545-5901x1754,Robert Moses,Shelter,Port Terry
1000,Cancelled,2025-03-13 12:51:00,Fish,Non-Vegetarian,Lunch,44,2025-03-29,Shepherd Group,Catering Service,North Crystal,001-796-831-6588,Caitlin Bennett,NGO,Delacruzborough
183,Cancelled,2025-03-13 12:37:00,Chicken,Non-Vegetarian,Dinner,21,2025-03-25,Blanchard-Parsons,Catering Service,Edwardsbury,1686096009,Patricia Stevens,Shelter,Perezport
523,Completed,2025-03-13 11:09:00,Fish,Non-Vegetarian,Snacks,13,2025-03-17,Simmons PLC,Grocery Store,North Katelyn,(272)507-6150,John Williams,Charity,Brooksborough
805,Cancelled,2025-03-13 11:08:00,Rice,Non-Vegetarian,Lunch,35,2025-03-16,Wong-Reese,Supermarket,East Andrewland,483-625-4097,Donna Hughes,Individual,Maryfort
87,Completed,2025-03-13 10:50:00,Dairy,Vegan,Dinner,44,2025-03-18,Bradford-Martinez,Supermarket,New Carol,199.451.0254,Katrina Cruz,Charity,Jenkinsfurt
189,Completed,2025-03-13 09:32:00,Fish,Non-Vegetarian,Dinner,46,2025-03-24,"Martin, Tyler and Wilkerson",Grocery Store,North Kevinhaven,+1-287-799-5933x17852,Derek Potter,Charity,South Laurachester
130,Cancelled,2025-03-13 08:51:00,Salad,Vegetarian,Snacks,42,2025-03-17,"Jones, Rojas and Brown",Grocery Store,North Sherrimouth,490.519.3490x03679,Oscar Bauer,Charity,South Nicoleberg
333,Completed,2025-03-13 08:50:00,Rice,Vegetarian,Dinner,12,2025-03-21,Moore-Flowers,Restaurant,Clarkberg,(256)326-8681x6129,Debra Murray,NGO,Duncanchester
956,Completed,2025-03-13 08:36:00,Chicken,Vegetarian,Breakfast,40,2025-03-22,Barry Group,Restaurant,South Kathryn,+1-533-592-0009x5523,Jose Vance,NGO,Lake Heatherberg
551,Cancelled,2025-03-13 08:32:00,Soup,Vegan,Snacks,50,2025-03-24,Woodward-Jensen,Catering Service,Lesterstad,432-670-6542x60306,Matthew Webb,Charity,West David
451,Completed,2025-03-13 08:06:00,Soup,Vegetarian,Dinner,28,2025-03-18,Hancock-Jackson,Supermarket,Shortfurt,001-769-864-0777x950,Morgan Massey,Charity,West Amybury
890,Cancelled,2025-03-13 08:03:00,Rice,Vegetarian,Snacks,39,2025-03-22,Gutierrez LLC,Catering Service,Gutierrezshire,+1-544-924-8841x926,Scott Hunter,Individual,Greenton
763,Cancelled,2025-03-13 07:51:00,Fish,Vegan,Breakfast,8,2025-03-22,Brooks-Mccarty,Catering Service,East Kevin,(297)995-3926,Cheryl Dillon,NGO,Hornemouth
459,Cancelled,2025-03-13 07:50:00,Rice,Vegetarian,Dinner,42,2025-03-17,Wright-Hogan,Catering Service,North Ryan,001-280-488-8210x18348,Patricia Smith,NGO,Laurafurt
45,Completed,2025-03-13 07:07:00,Soup,Non-Vegetarian,Lunch,30,2025-03-25,"Hood, Hoffman and Wright",Supermarket,Louismouth,992.697.3906x31622,Danny Randolph,Shelter,South Yolanda
859,Cancelled,2025-03-13 06:36:00,Fruits,Vegan,Breakfast,46,2025-03-28,"Lopez, Roach and Roach",Catering Service,Lake Regina,001-785-448-3246x762,Jean Woods,Shelter,Fernandezchester
